id_respuesta,fecha,edad,area,satisfaccion,comentario
R10073,2025-11-07,,Ventas,3,
R10074,2025-11-13,52.0,Postventa,3,Podría mejorar
R10075,2025-11-10,36.0,Atención,2,
R10076,2025-11-16,,Ventas,3,
R10077,2025-11-23,29.0,Atención,6,
R10078,2025-11-21,,Soporte,5,
R10079,2025-11-08,,Ventas,4,
R10080,2025-11-23,58.0,Soporte,5,
R10081,2025-11-25,21.0,Atención,1,
R10082,2025-11-01,,Soporte,4,Muy bien
R10083,2025-11-27,39.0,Atención,5,Podría mejorar
R10084,2025-11-27,27.0,Soporte,7,
R10085,2025-11-29,,Soporte,6,Excelente
R10086,2025-11-17,39.0,Ventas,5,Podría mejorar
R10087,2025-11-23,,Atención,5,
R10088,2025-11-07,56.0,Soporte,2,
R10089,2025-11-08,36.0,Ventas,2,
R10090,2025-11-16,,Ventas,3,Mal servicio
R10091,2025-11-27,48.0,Atención,4,
R10092,2025-11-12,,Soporte,7,Podría mejorar
R10093,2025-11-21,,Soporte,2,
R10094,2025-11-28,,Ventas,9,
R10095,2025-11-18,,Ventas,5,
R10096,2025-11-30,28.0,Ventas,12,Rápido
R10097,2025-11-19,,Soporte,9,
R10098,2025-11-15,30.0,Atención,6,
R10099,2025-11-20,48.0,Atención,1,Mal servicio
R10100,2025-11-14,25.0,Soporte,5,
R10101,2025-11-14,,Atención,6,
R10102,2025-11-22,58.0,Soporte,5,
R10103,2025-11-27,43.0,Atención,7,Rápido
R10104,2025-11-01,,Atención,NS/NC,Rápido
R10105,2025-11-15,,Atención,7,
R10106,2025-11-04,,Soporte,3,Muy bien
R10107,2025-11-15,47.0,Ventas,1,
R10108,2025-11-11,33.0,Atención,4,Mal servicio
R10109,2025-11-28,62.0,Atención,12,
R10110,2025-11-10,41.0,Atención,6,
R10111,2025-11-26,,Soporte,4,Muy bien
R10112,2025-11-15,,Atención,6,Rápido
R10113,2025-11-23,,Atención,9,
R10114,2025-11-28,43.0,Postventa,2,Podría mejorar
R10115,2025-11-22,,Soporte,7,
R10116,2025-11-07,,Postventa,3,Muy bien
R10117,2025-11-07,,Ventas,NS/NC,Podría mejorar
R10118,2025-11-17,,Ventas,8,
R10119,2025-11-17,,Ventas,6,
R10120,2025-11-17,58.0,Atención,9,Excelente
R10121,2025-11-16,19.0,Ventas,6,
R10122,2025-11-13,22.0,Atención,4,
R10123,2025-11-03,24.0,Atención,5,
R10124,2025-11-21,27.0,Soporte,10,
R10125,2025-11-08,20.0,Soporte,2,Podría mejorar
R10126,2025-11-15,,Atención,4,
R10127,2025-11-11,,Ventas,4,Mal servicio
R10128,2025-11-05,,Soporte,8,
R10129,2025-11-07,28.0,Atención,9,
R10130,2025-11-10,,Soporte,1,
R10131,2025-11-21,59.0,Soporte,4,Rápido
R10132,2025-11-25,28.0,Ventas,5,
R10133,2025-11-17,41.0,Ventas,5,Podría mejorar
R10134,2025-11-17,20.0,Ventas,8,
R10135,2025-11-29,46.0,Atención,NS/NC,
R10136,2025-11-13,,Postventa,8,
R10137,2025-11-04,64.0,Atención,7,
R10138,2025-11-30,,Soporte,6,Muy bien
R10139,2025-11-19,63.0,Soporte,2,
R10140,2025-11-27,,Atención,9,Podría mejorar
R10141,2025-11-21,,Postventa,7,
R10142,2025-11-18,,Postventa,4,Muy bien
R10143,2025-11-17,,Atención,1,Rápido
R10144,2025-11-20,,Soporte,8,Mal servicio
R10145,2025-11-25,,Atención,8,
R10146,2025-11-27,,Soporte,9,Excelente
R10147,2025-11-05,,Ventas,5,
R10148,2025-11-17,,Soporte,7,Mal servicio
R10149,2025-11-28,33.0,Atención,8,
R10150,2025-11-20,,Atención,9,
R10151,2025-11-11,,Atención,6,Mal servicio
R10152,2025-11-28,,Ventas,4,Mal servicio
R10153,2025-11-21,19.0,Atención,3,Muy bien
R10154,2025-11-06,,Soporte,5,
R10155,2025-11-27,,Soporte,7,
R10156,2025-11-22,,Soporte,4,
R10157,2025-11-29,,Postventa,5,Excelente
R10158,2025-11-28,,Atención,6,Excelente
R10159,2025-11-24,,Atención,5,
R10160,2025-11-27,47.0,Atención,4,Mal servicio
R10161,2025-11-29,36.0,Atención,7,Muy bien
R10162,2025-11-22,37.0,Soporte,2,
R10163,2025-11-10,59.0,Atención,7,Podría mejorar
R10164,2025-11-21,,Ventas,2,
R10165,2025-11-18,26.0,Atención,5,
R10166,2025-11-21,,Soporte,3,Podría mejorar
R10167,2025-11-16,,Postventa,1,Rápido
R10168,2025-11-29,,Soporte,7,
R10169,2025-11-17,52.0,Atención,5,Excelente
R10170,2025-11-27,,Soporte,9,
R10171,2025-11-13,,Ventas,4,
R10172,2025-11-13,,Soporte,3,
R10173,2025-11-19,,Atención,NS/NC,
R10174,2025-11-06,38.0,Atención,9,
R10175,2025-11-20,,Atención,2,
R10176,2025-11-23,,Ventas,7,
R10177,2025-11-09,,Atención,6,
R10178,2025-11-29,53.0,Atención,4,
R10179,2025-11-28,,Atención,6,
R10180,2025-11-20,,Atención,1,Rápido
R10181,2025-11-25,,Ventas,7,
R10182,2025-11-21,,Soporte,10,Rápido
R10183,2025-11-11,43.0,Ventas,6,
R10184,2025-11-15,,Atención,1,Excelente
R10185,2025-11-04,,Postventa,2,Rápido
R10186,2025-11-23,25.0,Ventas,3,Muy bien
R10187,2025-11-02,,Atención,8,Excelente
R10188,2025-11-07,31.0,Postventa,2,
R10189,2025-11-06,,Atención,6,
R10190,2025-11-16,32.0,Atención,3,Muy bien
R10191,2025-11-09,54.0,Atención,4,
R10192,2025-11-11,,Ventas,2,
R10193,2025-11-03,30.0,Atención,5,
R10194,2025-11-15,23.0,Atención,7,
R10195,2025-11-15,,Soporte,6,
R10196,2025-11-19,32.0,Soporte,3,
R10197,2025-11-19,24.0,Ventas,9,
R10198,2025-11-27,,Atención,8,Muy bien
R10199,2025-11-01,60.0,Soporte,9,
R10200,2025-11-03,40.0,Atención,9,
R10201,2025-11-26,23.0,Atención,6,Muy bien
R10202,2025-11-29,,Atención,8,Muy bien
R10203,2025-11-29,63.0,Ventas,3,Muy bien
R10204,2025-11-13,36.0,Soporte,10,Rápido
R10205,2025-11-11,,Atención,7,
R10206,2025-11-30,27.0,Atención,1,Podría mejorar
R10207,2025-11-16,,Atención,8,
R10208,2025-11-22,,Postventa,6,
R10209,2025-11-25,,Soporte,2,Excelente
R10210,2025-11-14,,Atención,12,Rápido
R10211,2025-11-16,27.0,Ventas,6,Podría mejorar
R10212,2025-11-06,65.0,Atención,5,
R10213,2025-11-28,,Soporte,9,Muy bien
R10214,2025-11-27,,Soporte,6,
R10215,2025-11-06,25.0,Atención,6,Excelente
R10216,2025-11-21,28.0,Soporte,4,Muy bien
R10217,2025-11-30,63.0,Ventas,2,
R10218,2025-11-13,,Soporte,6,
R10219,2025-11-18,,Atención,9,Podría mejorar
R10220,2025-11-25,,Atención,9,
R10221,2025-11-11,,Atención,2,
R10222,2025-11-21,,Ventas,7,
R10223,2025-11-24,54.0,Atención,10,Mal servicio
R10224,2025-11-27,,Atención,5,Excelente
R10225,2025-11-21,,Soporte,2,
R10226,2025-11-12,27.0,Soporte,2,Mal servicio
R10227,2025-11-07,29.0,Atención,4,Rápido
R10228,2025-11-23,,Atención,4,Mal servicio
R10229,2025-11-22,42.0,Atención,4,
R10230,2025-11-16,,Soporte,5,Mal servicio
R10231,2025-11-19,35.0,Soporte,3,
R10232,2025-11-10,,Ventas,1,
R10233,2025-11-20,37.0,Atención,2,Mal servicio
R10234,2025-11-14,43.0,Ventas,6,Mal servicio
R10235,2025-11-29,,Soporte,NS/NC,Mal servicio
R10236,2025-11-21,,Postventa,5,
R10237,2025-11-27,42.0,Soporte,2,Excelente
R10238,2025-11-15,42.0,Ventas,2,Excelente
R10239,2025-11-15,,Ventas,5,
R10240,2025-11-03,,Soporte,2,
R10241,2025-11-08,,Atención,3,Rápido
R10242,2025-11-12,30.0,Atención,2,Mal servicio
R10243,2025-11-02,19.0,Ventas,8,
R10244,2025-11-29,,Soporte,4,Rápido
R10245,2025-11-02,65.0,Soporte,6,
R10246,2025-11-03,,Atención,5,
R10247,2025-11-24,,Ventas,9,
R10248,2025-11-10,,Atención,6,
R10249,2025-11-27,32.0,Ventas,1,Excelente
R10250,2025-11-07,34.0,Ventas,1,Rápido
R10251,2025-11-06,48.0,Ventas,7,
R10252,2025-11-12,,Ventas,5,
R10253,2025-11-07,46.0,Atención,3,
R10254,2025-11-03,,Postventa,1,
R10255,2025-11-07,,Atención,10,
R10256,2025-11-06,,Soporte,7,Mal servicio
R10257,2025-11-24,,Postventa,2,
R10258,2025-11-19,,Soporte,10,Podría mejorar
R10259,2025-11-11,58.0,Soporte,4,
R10260,2025-11-28,22.0,Atención,9,
R10261,2025-11-08,61.0,Atención,9,
R10262,2025-11-19,,Atención,6,
R10263,2025-11-28,33.0,Soporte,5,
R10264,2025-11-21,40.0,Soporte,4,Podría mejorar
R10265,2025-11-13,,Atención,2,
R10266,2025-11-26,63.0,Soporte,7,Muy bien
R10267,2025-11-14,,Soporte,8,
R10268,2025-11-28,34.0,Atención,5,Rápido
R10269,2025-11-02,39.0,Ventas,9,Rápido
R10270,2025-11-13,18.0,Ventas,4,
R10271,2025-11-24,,Postventa,7,Rápido
R10272,2025-11-09,35.0,Atención,7,Podría mejorar
R10273,2025-11-12,,Atención,2,Excelente
R10274,2025-11-04,60.0,Soporte,9,Rápido
R10275,2025-11-18,,Atención,2,
R10276,2025-11-27,29.0,Atención,7,
R10277,2025-11-28,46.0,Soporte,10,
R10278,2025-11-16,49.0,Atención,6,Muy bien
R10279,2025-11-14,,Soporte,3,Excelente
R10280,2025-11-20,,Ventas,5,Mal servicio
R10281,2025-11-25,37.0,Soporte,6,Excelente
R10282,2025-11-07,34.0,Soporte,3,Rápido
R10283,2025-11-06,,Ventas,8,Rápido
R10284,2025-11-16,44.0,Postventa,6,Rápido
R10285,2025-11-03,,Atención,4,
R10286,2025-11-03,,Atención,6,Excelente
R10287,2025-11-21,44.0,Atención,11,Mal servicio
R10288,2025-11-15,,Atención,1,Excelente
R10289,2025-11-26,33.0,Soporte,3,Podría mejorar
R10290,2025-11-21,19.0,Atención,5,Mal servicio
R10291,2025-11-20,46.0,Atención,6,
R10292,2025-11-08,,Atención,3,
R10293,2025-11-07,,Soporte,6,Rápido
R10294,2025-11-15,26.0,Atención,7,Podría mejorar
R10295,2025-11-21,36.0,Soporte,5,
R10296,2025-11-16,50.0,Atención,NS/NC,
R10297,2025-11-27,65.0,Soporte,3,
R10298,2025-11-14,,Atención,5,Muy bien
R10299,2025-11-16,57.0,Postventa,7,
R10300,2025-11-05,40.0,Atención,NS/NC,
R10301,2025-11-07,,Soporte,3,
R10302,2025-11-04,,Ventas,4,
R10303,2025-11-19,,Atención,3,
R10304,2025-11-25,,Soporte,4,
R10305,2025-11-22,,Postventa,8,Muy bien
R10306,2025-11-02,,Atención,6,
R10307,2025-11-12,,Atención,5,
R10308,2025-11-29,,Soporte,NS/NC,Muy bien
R10309,2025-11-16,,Atención,8,Excelente
R10310,2025-11-23,,Ventas,3,
R10311,2025-11-07,57.0,Soporte,6,
R10312,2025-11-16,,Ventas,5,Podría mejorar
R10313,2025-11-23,,Atención,7,Rápido
R10314,2025-11-13,62.0,Postventa,10,Excelente
R10315,2025-11-21,55.0,Soporte,8,Podría mejorar
R10316,2025-11-24,46.0,Soporte,6,
R10317,2025-11-09,60.0,Soporte,5,
R10318,2025-11-23,,Postventa,6,
R10319,2025-11-27,26.0,Soporte,3,
R10320,2025-11-19,,Soporte,10,Podría mejorar
R10321,2025-11-07,54.0,Soporte,3,Rápido
R10322,2025-11-24,,Atención,NS/NC,
R10323,2025-11-26,,Atención,6,Podría mejorar
R10324,2025-11-24,25.0,Atención,9,
R10325,2025-11-27,,Atención,10,
R10326,2025-11-19,65.0,Soporte,7,Muy bien
R10327,2025-11-10,43.0,Soporte,1,
R10328,2025-11-22,,Postventa,4,
R10329,2025-11-09,,Atención,10,
R10330,2025-11-18,50.0,Atención,6,Mal servicio
R10331,2025-11-08,26.0,Ventas,5,Muy bien
R10332,2025-11-10,,Soporte,7,
R10333,2025-11-18,65.0,Soporte,3,
R10334,2025-11-14,57.0,Atención,7,Rápido
R10335,2025-11-17,33.0,Atención,2,Podría mejorar
R10336,2025-11-10,,Atención,11,Mal servicio
R10337,2025-11-09,,Atención,3,
R10338,2025-11-09,40.0,Atención,3,
R10339,2025-11-27,,Soporte,3,Podría mejorar
R10340,2025-11-21,59.0,Soporte,1,Muy bien
R10341,2025-11-04,,Postventa,1,Podría mejorar
R10342,2025-11-08,44.0,Atención,7,Excelente
R10343,2025-11-20,,Atención,4,Podría mejorar
R10344,2025-11-07,32.0,Atención,7,Muy bien
R10345,2025-11-04,18.0,Postventa,10,
R10346,2025-11-14,,Atención,4,
R10347,2025-11-23,,Ventas,9,
R10348,2025-11-14,22.0,Soporte,8,Muy bien
R10349,2025-11-02,24.0,Atención,3,Rápido
R10350,2025-11-15,,Atención,1,Podría mejorar
R10351,2025-11-01,,Soporte,1,Podría mejorar
R10352,2025-11-19,25.0,Atención,7,Podría mejorar
R10353,2025-11-30,,Atención,6,
R10354,2025-11-27,,Ventas,7,Excelente
R10355,2025-11-03,,Ventas,9,Mal servicio
R10356,2025-11-14,24.0,Atención,12,Rápido
R10357,2025-11-12,,Ventas,9,
R10358,2025-11-27,34.0,Atención,4,Mal servicio
R10359,2025-11-14,,Ventas,7,
R10360,2025-11-17,53.0,Atención,4,Muy bien
R10361,2025-11-14,42.0,Soporte,7,
R10362,2025-11-01,,Atención,8,Muy bien
R10363,2025-11-26,58.0,Atención,7,Mal servicio
R10364,2025-11-03,23.0,Postventa,5,Podría mejorar
R10365,2025-11-13,38.0,Soporte,9,Muy bien
R10366,2025-11-24,48.0,Atención,6,
R10367,2025-11-18,64.0,Soporte,2,
R10368,2025-11-28,53.0,Atención,3,
R10369,2025-11-18,46.0,Ventas,9,
R10370,2025-11-30,,Atención,7,
R10371,2025-11-13,19.0,Soporte,2,
R10372,2025-11-03,21.0,Postventa,2,Rápido
R10373,2025-11-13,51.0,Ventas,7,Mal servicio
R10374,2025-11-19,54.0,Postventa,7,
R10375,2025-11-08,56.0,Ventas,10,Excelente
R10376,2025-11-06,47.0,Soporte,2,Excelente
R10377,2025-11-29,51.0,Ventas,4,
R10378,2025-11-09,27.0,Soporte,6,
R10379,2025-11-03,,Atención,11,
R10380,2025-11-28,35.0,Atención,6,Rápido
R10381,2025-11-29,61.0,Ventas,4,Mal servicio
R10382,2025-11-25,,Postventa,7,
R10383,2025-11-21,,Ventas,5,Rápido
R10384,2025-11-01,56.0,Atención,6,Rápido
R10385,2025-11-09,50.0,Atención,10,
R10386,2025-11-24,,Postventa,6,
R10387,2025-11-05,,Soporte,6,Excelente
R10388,2025-11-01,35.0,Soporte,8,Podría mejorar
R10389,2025-11-20,,Atención,10,
R10390,2025-11-21,,Atención,7,Muy bien
R10391,2025-11-17,,Ventas,9,
R10392,2025-11-13,,Soporte,5,Muy bien
R10393,2025-11-16,,Postventa,NS/NC,
R10394,2025-11-28,,Atención,4,Excelente
R10395,2025-11-16,,Postventa,6,
R10396,2025-11-11,42.0,Postventa,6,
R10397,2025-11-12,,Soporte,4,Muy bien
R10398,2025-11-11,45.0,Ventas,8,Podría mejorar
R10399,2025-11-22,46.0,Soporte,7,
R10400,2025-11-26,,Soporte,11,
R10401,2025-11-20,38.0,Atención,6,
R10402,2025-11-07,,Atención,2,Muy bien
R10403,2025-11-18,60.0,Postventa,2,Excelente
R10404,2025-11-10,,Ventas,3,
R10405,2025-11-02,29.0,Soporte,10,Muy bien
R10406,2025-11-25,32.0,Postventa,6,Muy bien
R10407,2025-11-21,,Soporte,9,
R10408,2025-11-27,65.0,Atención,6,
R10409,2025-11-11,,Atención,10,Mal servicio
R10410,2025-11-14,32.0,Ventas,7,
R10411,2025-11-28,,Soporte,1,
R10412,2025-11-30,,Postventa,5,
R10413,2025-11-10,,Atención,10,
R10414,2025-11-04,,Soporte,4,
R10415,2025-11-01,42.0,Soporte,3,
R10416,2025-11-18,,Atención,NS/NC,Rápido
R10417,2025-11-03,65.0,Atención,10,
R10418,2025-11-09,61.0,Soporte,10,
R10419,2025-11-17,,Atención,1,Muy bien
R10420,2025-11-18,,Soporte,4,
R10421,2025-11-15,,Atención,5,
R10422,2025-11-13,,Atención,9,Rápido
R10423,2025-11-27,19.0,Atención,8,
R10424,2025-11-15,,Soporte,8,Mal servicio
R10425,2025-11-12,43.0,Soporte,3,
R10426,2025-11-16,26.0,Ventas,3,Mal servicio
R10427,2025-11-20,24.0,Atención,3,
R10428,2025-11-07,,Atención,2,
R10429,2025-11-25,,Soporte,3,Excelente
R10430,2025-11-27,,Ventas,NS/NC,
R10431,2025-11-04,,Atención,5,Muy bien
R10432,2025-11-27,58.0,Ventas,6,Podría mejorar
R10433,2025-11-14,,Soporte,3,
R10434,2025-11-15,,Atención,9,
R10435,2025-11-18,,Ventas,8,
R10436,2025-11-22,,Atención,8,Rápido
R10437,2025-11-01,48.0,Soporte,8,Podría mejorar
R10438,2025-11-19,,Atención,1,
R10439,2025-11-07,,Ventas,2,
R10440,2025-11-24,,Atención,6,
R10441,2025-11-28,,Soporte,12,
R10442,2025-11-19,28.0,Ventas,11,Muy bien
R10443,2025-11-25,41.0,Soporte,1,Mal servicio
R10444,2025-11-25,49.0,Atención,5,Muy bien
R10445,2025-11-19,,Postventa,2,Rápido
R10446,2025-11-13,,Atención,4,Excelente
R10447,2025-11-15,64.0,Postventa,7,Excelente
R10448,2025-11-29,,Atención,4,Excelente
R10449,2025-11-12,53.0,Ventas,5,Mal servicio
R10450,2025-11-25,62.0,Soporte,6,
R10451,2025-11-10,32.0,Ventas,7,Rápido
R10452,2025-11-06,,Atención,10,Muy bien
R10453,2025-11-26,34.0,Atención,6,
R10454,2025-11-28,43.0,Ventas,3,
R10455,2025-11-18,,Atención,9,Podría mejorar
R10456,2025-11-18,54.0,Ventas,1,
R10457,2025-11-19,23.0,Postventa,6,
R10458,2025-11-09,,Soporte,6,
R10459,2025-11-22,,Atención,NS/NC,Rápido
R10460,2025-11-08,,Soporte,3,
R10461,2025-11-27,24.0,Atención,5,
R10462,2025-11-26,,Atención,5,
R10463,2025-11-01,,Ventas,8,
R10464,2025-11-04,,Atención,5,Excelente
R10465,2025-11-06,21.0,Soporte,9,
R10466,2025-11-11,,Soporte,4,
R10467,2025-11-05,45.0,Soporte,1,
R10468,2025-11-05,44.0,Soporte,2,Excelente
R10469,2025-11-24,,Ventas,6,
R10470,2025-11-18,63.0,Atención,4,
R10471,2025-11-24,29.0,Soporte,10,Excelente
R10472,2025-11-02,46.0,Atención,7,Muy bien
R10473,2025-11-12,55.0,Ventas,7,
R10474,2025-11-15,33.0,Postventa,4,
R10475,2025-11-08,41.0,Soporte,11,
R10476,2025-11-15,,Atención,NS/NC,
R10477,2025-11-17,,Ventas,2,Muy bien
R10478,2025-11-24,,Atención,7,
R10479,2025-11-21,19.0,Atención,5,Excelente
R10480,2025-11-29,,Postventa,8,
R10481,2025-11-23,18.0,Soporte,8,
R10482,2025-11-21,,Ventas,10,
R10483,2025-11-27,37.0,Soporte,1,Rápido
R10484,2025-11-19,55.0,Ventas,8,
R10485,2025-11-02,,Soporte,2,Mal servicio
R10486,2025-11-07,49.0,Ventas,3,
R10487,2025-11-06,31.0,Ventas,3,
R10488,2025-11-13,,Ventas,1,Mal servicio
R10489,2025-11-18,,Postventa,7,
R10490,2025-11-11,,Ventas,8,
R10491,2025-11-18,,Atención,8,Podría mejorar
R10492,2025-11-24,,Ventas,NS/NC,
R10493,2025-11-30,53.0,Ventas,3,Mal servicio
R10494,2025-11-06,,Ventas,2,Mal servicio
R10495,2025-11-07,19.0,Atención,7,Excelente
R10496,2025-11-09,38.0,Soporte,6,Rápido
R10497,2025-11-16,21.0,Postventa,1,Muy bien
R10498,2025-11-30,,Ventas,6,
R10499,2025-11-15,,Soporte,3,
R10500,2025-11-25,64.0,Ventas,9,
R10501,2025-11-30,54.0,Soporte,3,Excelente
R10502,2025-11-18,23.0,Atención,4,Excelente
R10503,2025-11-20,,Atención,2,
R10504,2025-11-16,,Ventas,2,
R10505,2025-11-18,,Atención,2,
R10506,2025-11-21,23.0,Atención,8,Rápido
R10507,2025-11-19,,Atención,9,Rápido
R10508,2025-11-19,,Ventas,6,Excelente
R10509,2025-11-26,48.0,Atención,8,
R10510,2025-11-28,44.0,Ventas,10,
R10511,2025-11-19,,Soporte,9,
R10512,2025-11-06,55.0,Atención,9,Muy bien
R10513,2025-11-28,,Atención,10,
R10514,2025-11-25,,Soporte,8,Podría mejorar
R10515,2025-11-20,,Atención,4,
R10516,2025-11-08,38.0,Soporte,4,
R10517,2025-11-29,,Soporte,5,Rápido
R10518,2025-11-14,47.0,Ventas,7,
R10519,2025-11-10,,Soporte,8,
R10520,2025-11-07,,Soporte,9,
R10521,2025-11-01,,Soporte,9,Excelente
R10522,2025-11-17,42.0,Ventas,6,
R10523,2025-11-07,33.0,Soporte,7,Mal servicio
R10524,2025-11-18,,Ventas,4,Excelente
R10525,2025-11-24,,Ventas,6,
R10526,2025-11-23,21.0,Atención,11,
R10527,2025-11-14,58.0,Postventa,8,
R10528,2025-11-25,56.0,Ventas,2,
R10529,2025-11-24,45.0,Atención,3,Mal servicio
R10530,2025-11-13,,Soporte,6,Podría mejorar
R10531,2025-11-17,,Soporte,NS/NC,Rápido
R10532,2025-11-10,52.0,Postventa,6,Mal servicio
R10533,2025-11-27,,Ventas,NS/NC,Podría mejorar
R10534,2025-11-30,35.0,Soporte,12,Mal servicio
R10535,2025-11-22,,Ventas,6,Excelente
R10536,2025-11-30,,Ventas,4,
R10537,2025-11-04,21.0,Atención,4,
R10538,2025-11-01,36.0,Atención,5,
R10539,2025-11-10,41.0,Soporte,11,
R10540,2025-11-08,27.0,Ventas,9,Excelente
R10541,2025-11-20,,Atención,5,Rápido
R10542,2025-11-01,,Atención,8,Podría mejorar
R10543,2025-11-10,,Atención,7,
R10544,2025-11-22,59.0,Atención,2,
R10545,2025-11-07,,Soporte,6,Rápido
R10546,2025-11-23,63.0,Soporte,7,
R10547,2025-11-22,50.0,Ventas,6,
R10548,2025-11-19,,Postventa,7,
R10549,2025-11-20,65.0,Soporte,5,
R10550,2025-11-28,64.0,Atención,NS/NC,Muy bien
R10551,2025-11-24,,Postventa,6,Rápido
R10552,2025-11-17,,Atención,7,
R10553,2025-11-13,,Atención,4,
R10554,2025-11-17,,Soporte,7,
R10555,2025-11-25,,Atención,6,Podría mejorar
R10556,2025-11-13,,Soporte,6,Mal servicio
R10557,2025-11-15,,Soporte,4,Rápido
R10558,2025-11-11,22.0,Atención,4,Mal servicio
R10559,2025-11-24,,Ventas,1,Rápido
R10560,2025-11-07,,Ventas,7,Rápido
R10561,2025-11-28,,Soporte,8,
R10562,2025-11-03,33.0,Soporte,NS/NC,
R10563,2025-11-28,32.0,Atención,7,
R10564,2025-11-08,,Atención,7,
R10565,2025-11-05,,Ventas,9,
R10566,2025-11-03,30.0,Postventa,2,
R10567,2025-11-17,,Postventa,6,Mal servicio
R10568,2025-11-21,29.0,Atención,6,Muy bien
R10569,2025-11-28,45.0,Atención,4,Podría mejorar
R10570,2025-11-14,22.0,Atención,7,
R10571,2025-11-18,,Ventas,5,Mal servicio
R10572,2025-11-21,37.0,Postventa,2,
R10573,2025-11-18,,Ventas,4,
R10574,2025-11-30,,Atención,2,Muy bien
R10575,2025-11-11,36.0,Soporte,10,Mal servicio
R10576,2025-11-16,,Postventa,7,Podría mejorar
R10577,2025-11-18,,Atención,6,Rápido
R10578,2025-11-21,46.0,Atención,5,
R10579,2025-11-24,35.0,Atención,7,Rápido
R10580,2025-11-08,,Ventas,3,
R10581,2025-11-02,65.0,Atención,8,Muy bien
R10582,2025-11-13,,Ventas,4,Muy bien
R10583,2025-11-14,49.0,Atención,5,Mal servicio
R10584,2025-11-11,49.0,Atención,9,Rápido
R10585,2025-11-25,34.0,Soporte,9,Mal servicio
R10586,2025-11-22,,Atención,3,Excelente
R10587,2025-11-30,,Atención,6,Rápido
R10588,2025-11-21,32.0,Atención,8,Podría mejorar
R10589,2025-11-20,58.0,Soporte,4,
R10590,2025-11-06,,Ventas,8,Rápido
R10591,2025-11-06,61.0,Atención,8,
R10592,2025-11-22,32.0,Postventa,5,Podría mejorar
R10593,2025-11-12,18.0,Ventas,11,
R10594,2025-11-05,34.0,Ventas,3,Excelente
R10595,2025-11-05,,Ventas,9,Mal servicio
R10596,2025-11-19,49.0,Soporte,6,
R10597,2025-11-07,33.0,Atención,10,Rápido
R10598,2025-11-13,19.0,Atención,2,Rápido
R10599,2025-11-11,,Soporte,8,
R10600,2025-11-11,,Ventas,2,
R10601,2025-11-13,,Atención,6,Rápido
R10602,2025-11-04,,Ventas,3,
R10603,2025-11-08,52.0,Atención,7,Muy bien
R10604,2025-11-23,20.0,Soporte,9,
R10605,2025-11-25,40.0,Atención,7,
R10606,2025-11-19,,Soporte,9,
R10607,2025-11-12,,Ventas,5,Muy bien
R10608,2025-11-10,,Soporte,4,Mal servicio
R10609,2025-11-07,65.0,Soporte,6,Podría mejorar
R10610,2025-11-03,50.0,Soporte,5,Mal servicio
R10611,2025-11-06,,Atención,10,
R10612,2025-11-30,,Soporte,4,
R10613,2025-11-23,,Atención,9,
R10614,2025-11-12,58.0,Atención,NS/NC,Muy bien
R10615,2025-11-06,,Atención,4,
R10616,2025-11-05,18.0,Soporte,NS/NC,Excelente
R10617,2025-11-25,,Soporte,7,
R10618,2025-11-02,43.0,Soporte,4,Muy bien
R10619,2025-11-24,20.0,Soporte,NS/NC,Muy bien
R10620,2025-11-21,,Postventa,10,
R10621,2025-11-20,,Soporte,1,
R10622,2025-11-03,,Ventas,4,
R10623,2025-11-26,46.0,Atención,1,
R10624,2025-11-14,61.0,Ventas,8,
R10625,2025-11-09,20.0,Ventas,10,
R10626,2025-11-11,33.0,Soporte,8,
R10627,2025-11-13,,Postventa,6,
R10628,2025-11-30,,Atención,4,Podría mejorar
R10629,2025-11-29,46.0,Atención,9,Rápido
R10630,2025-11-14,,Soporte,8,Muy bien
R10631,2025-11-15,45.0,Ventas,4,
R10632,2025-11-09,22.0,Postventa,5,
R10633,2025-11-05,,Soporte,5,Muy bien
R10634,2025-11-13,,Soporte,2,Excelente
R10635,2025-11-18,60.0,Soporte,NS/NC,Muy bien
R10636,2025-11-05,46.0,Atención,2,Rápido
R10637,2025-11-16,19.0,Soporte,4,Podría mejorar
R10638,2025-11-29,33.0,Atención,6,Podría mejorar
R10639,2025-11-27,,Atención,10,
R10640,2025-11-09,35.0,Atención,NS/NC,Muy bien
R10641,2025-11-06,,Ventas,5,
R10642,2025-11-21,35.0,Postventa,3,
R10643,2025-11-21,19.0,Soporte,8,
R10644,2025-11-27,65.0,Atención,5,
R10645,2025-11-16,54.0,Soporte,4,
R10646,2025-11-19,44.0,Atención,1,Rápido
R10647,2025-11-06,,Atención,8,
R10648,2025-11-18,34.0,Ventas,NS/NC,Rápido
R10649,2025-11-08,,Atención,9,Rápido
R10650,2025-11-07,,Postventa,8,Mal servicio
R10651,2025-11-09,,Postventa,5,Mal servicio
R10652,2025-11-18,,Atención,5,
R10653,2025-11-26,62.0,Atención,NS/NC,Podría mejorar
R10654,2025-11-05,18.0,Atención,7,Mal servicio
R10655,2025-11-15,,Soporte,2,
R10656,2025-11-04,,Ventas,5,Excelente
R10657,2025-11-12,,Soporte,NS/NC,
R10658,2025-11-24,35.0,Soporte,3,Rápido
R10659,2025-11-26,,Soporte,9,
R10660,2025-11-10,30.0,Atención,2,Mal servicio
R10661,2025-11-02,42.0,Soporte,3,
R10662,2025-11-26,44.0,Postventa,6,
