"id_respuesta","fecha","edad","area","satisfaccion","comentario"
"R16984","2025-11-03","36","Atencion","4","Podria mejorar"
"R16987","2025-11-16","34","Ventas","6","Podria mejorar"
"R16990","2025-11-12","36","Postventa","5"," "
"R16991","2025-11-07","49","Atencion","4","Muy bien"
"R17000","2025-11-06","60","Soporte","2"," "
"R17001","2025-11-01","59","Ventas","8"," "
"R17002","2025-11-08","27","Atencion","5"," "
"R17003","2025-11-30","25","Atencion","10","Mal servicio"
"R17010","2025-11-28","30","Ventas","6","Muy bien"
"R17011","2025-11-01","41","Atencion","8","Mal servicio"
"R17012","2025-11-23","54","Ventas","2","Rapido"
"R17013","2025-11-05","24","Soporte","3","Muy bien"
"R17014","2025-11-25","57","Soporte","7","Excelente"
"R17015","2025-11-09","40","Atencion","10"," "
"R17017","2025-11-11","42","Postventa","5"," "
"R17018","2025-11-12","54","Ventas","5","Mal servicio"
"R17022","2025-11-14","19","Ventas","2"," "
"R17027","2025-11-26","35","Postventa","4","Excelente"
"R17028","2025-11-21","33","Atencion","9"," "
"R17029","2025-11-21","26","Ventas","8"," "
"R17032","2025-11-05","26","Postventa","6"," "
"R17035","2025-11-09","57","Atencion","8","Rapido"
"R17036","2025-11-05","64","Atencion","9","Podria mejorar"
"R17038","2025-11-01","30","Soporte","1","Podria mejorar"
"R17040","2025-11-07","32","Soporte","1","Excelente"
"R17041","2025-11-21","38","Atencion","8","Mal servicio"
"R17042","2025-11-14","61","Soporte","8"," "
"R17043","2025-11-20","53","Atencion","1","Muy bien"
"R17044","2025-11-11","42","Soporte","6","Muy bien"
"R17045","2025-11-13","41","Soporte","4"," "
"R17049","2025-11-10","35","Atencion","3","Mal servicio"
"R17052","2025-11-15","50","Postventa","7","Excelente"
"R17053","2025-11-07","43","Soporte","3","Muy bien"
"R17054","2025-11-30","57","Soporte","10","Muy bien"
"R17055","2025-11-27","49","Ventas","8","Mal servicio"
"R17057","2025-11-01","48","Atencion","6","Excelente"
"R17066","2025-11-01","32","Atencion","9","Excelente"
"R17067","2025-11-08","32","Atencion","8","Rapido"
"R17068","2025-11-17","42","Soporte","5","Rapido"
"R17071","2025-11-20","43","Soporte","8"," "
"R17075","2025-11-28","36","Soporte","2"," "
"R17081","2025-11-21","42","Soporte","6"," "
"R17086","2025-11-09","34","Ventas","6","Podria mejorar"
"R17090","2025-11-21","60","Ventas","6","Excelente"
"R17093","2025-11-01","42","Atencion","6"," "
"R17094","2025-11-26","19","Atencion","3","Excelente"
"R17095","2025-11-22","49","Soporte","8"," "
"R17096","2025-11-20","34","Atencion","5"," "
"R17097","2025-11-18","51","Soporte","8"," "
"R17100","2025-11-09","58","Ventas","6","Mal servicio"
"R17102","2025-11-25","46","Postventa","1"," "
"R17104","2025-11-07","54","Soporte","7"," "
"R17105","2025-11-17","20","Atencion","4","Podria mejorar"
"R17106","2025-11-10","24","Soporte","6","Excelente"
"R17107","2025-11-05","62","Atencion","4"," "
"R17109","2025-11-27","56","Atencion","2","Rapido"
"R17111","2025-11-08","46","Atencion","6","Rapido"
"R17113","2025-11-29","51","Postventa","5"," "
"R17114","2025-11-26","35","Atencion","2"," "
"R17116","2025-11-19","25","Atencion","6"," "
"R17117","2025-11-26","55","Soporte","7","Podria mejorar"
"R17118","2025-11-22","48","Soporte","10"," "
"R17121","2025-11-27","25","Soporte","9","Podria mejorar"
"R17124","2025-11-17","18","Ventas","6","Rapido"
"R17128","2025-11-07","49","Soporte","3"," "
"R17133","2025-11-10","52","Postventa","6"," "
"R17134","2025-11-23","58","Ventas","7","Mal servicio"
"R17136","2025-11-07","45","Soporte","6","Podria mejorar"
"R17137","2025-11-05","38","Soporte","6"," "
"R17143","2025-11-10","54","Soporte","9","Muy bien"
"R17145","2025-11-18","60","Ventas","3","Rapido"
"R17149","2025-11-24","34","Atencion","6"," "
"R17152","2025-11-21","20","Ventas","6"," "
"R17153","2025-11-09","21","Soporte","6","Rapido"
"R17154","2025-11-06","18","Soporte","3"," "
"R17156","2025-11-29","60","Atencion","7","Muy bien"
"R17157","2025-11-11","34","Atencion","5","Podria mejorar"
"R17158","2025-11-22","32","Ventas","7","Mal servicio"
"R17160","2025-11-11","18","Soporte","7","Excelente"
"R17161","2025-11-05","60","Soporte","5","Mal servicio"
"R17162","2025-11-04","26","Atencion","4","Rapido"
"R17167","2025-11-20","24","Atencion","9"," "
"R17168","2025-11-09","62","Postventa","7","Excelente"
"R17172","2025-11-18","28","Soporte","10"," "
"R17185","2025-11-24","35","Ventas","4","Muy bien"
"R17186","2025-11-01","29","Ventas","4","Mal servicio"
"R17187","2025-11-14","38","Ventas","7"," "
"R17188","2025-11-18","64","Ventas","3"," "
"R17189","2025-11-27","27","Atencion","6"," "
"R17192","2025-11-09","18","Atencion","9"," "
"R17195","2025-11-27","41","Atencion","7"," "
"R17197","2025-11-08","23","Soporte","10","Podria mejorar"
"R17198","2025-11-17","44","Soporte","2","Rapido"
"R17201","2025-11-29","58","Ventas","4","Excelente"
"R17202","2025-11-27","20","Postventa","3","Mal servicio"
"R17203","2025-11-21","44","Ventas","10","Podria mejorar"
"R17206","2025-11-13","49","Atencion","2","Muy bien"
"R17208","2025-11-02","26","Soporte","8","Muy bien"
"R17210","2025-11-04","22","Soporte","7","Excelente"
"R17215","2025-11-21","25","Postventa","1","Podria mejorar"
"R17219","2025-11-22","45","Ventas","6"," "
"R17223","2025-11-27","33","Atencion","5"," "
"R17226","2025-11-13","50","Soporte","6","Podria mejorar"
"R17229","2025-11-28","56","Soporte","7","Muy bien"
"R17233","2025-11-16","50","Soporte","8","Podria mejorar"
"R17234","2025-11-25","22","Ventas","6"," "
"R17235","2025-11-12","53","Ventas","3","Rapido"
"R17236","2025-11-04","28","Postventa","2"," "
"R17241","2025-11-29","45","Soporte","3"," "
"R17243","2025-11-20","44","Soporte","1"," "
"R17244","2025-11-08","33","Ventas","3"," "
"R17245","2025-11-01","59","Soporte","8"," "
"R17246","2025-11-13","61","Soporte","1","Podria mejorar"
"R17248","2025-11-19","34","Ventas","5","Muy bien"
"R17250","2025-11-09","35","Postventa","2"," "
"R17251","2025-11-17","23","Atencion","8"," "
"R17252","2025-11-18","28","Postventa","4"," "
"R17253","2025-11-23","62","Ventas","7"," "
"R17255","2025-11-22","26","Atencion","4","Muy bien"
"R17263","2025-11-12","41","Soporte","9"," "
"R17265","2025-11-26","39","Atencion","2","Rapido"
"R17267","2025-11-15","43","Ventas","6","Mal servicio"
"R17268","2025-11-16","62","Soporte","4","Muy bien"
"R17271","2025-11-18","25","Ventas","1"," "
"R17272","2025-11-28","49","Atencion","6"," "
"R17273","2025-11-12","47","Soporte","2","Podria mejorar"
"R17274","2025-11-07","21","Atencion","3"," "
"R17275","2025-11-22","57","Atencion","10"," "
"R17277","2025-11-26","51","Soporte","8"," "
"R17281","2025-11-01","38","Soporte","7"," "
"R17284","2025-11-19","56","Ventas","5"," "
"R17285","2025-11-17","25","Atencion","9"," "
"R17288","2025-11-26","33","Postventa","1","Rapido"
"R17289","2025-11-23","43","Atencion","4"," "
"R17292","2025-11-20","60","Atencion","5","Excelente"
"R17294","2025-11-15","52","Soporte","4"," "
"R17295","2025-11-20","25","Atencion","1","Podria mejorar"
"R17297","2025-11-30","52","Atencion","9","Muy bien"
"R17301","2025-11-16","44","Atencion","4"," "
"R17302","2025-11-09","54","Ventas","5"," "
"R17303","2025-11-26","48","Atencion","3"," "
"R17305","2025-11-27","45","Soporte","8"," "
"R17307","2025-11-05","46","Soporte","8"," "
"R17308","2025-11-11","50","Atencion","6"," "
"R17312","2025-11-14","27","Ventas","7"," "
"R17314","2025-11-15","22","Soporte","4","Excelente"
"R17315","2025-11-13","18","Ventas","5","Mal servicio"
"R17316","2025-11-15","59","Ventas","7","Mal servicio"
"R17318","2025-11-02","24","Soporte","7","Mal servicio"
"R17324","2025-11-02","29","Atencion","2","Excelente"
"R17327","2025-11-28","47","Soporte","4","Muy bien"
"R17329","2025-11-19","40","Atencion","9"," "
"R17330","2025-11-20","44","Atencion","8"," "
"R17331","2025-11-17","48","Soporte","9","Mal servicio"
"R17333","2025-11-15","22","Ventas","6","Excelente"
"R17334","2025-11-20","22","Postventa","3","Excelente"
"R17337","2025-11-05","65","Ventas","4"," "
"R17338","2025-11-07","33","Soporte","7"," "
"R17339","2025-11-04","46","Postventa","6","Mal servicio"
"R17343","2025-11-04","44","Soporte","7"," "
"R17344","2025-11-11","55","Soporte","1"," "
"R17345","2025-11-06","62","Atencion","6"," "
"R17346","2025-11-25","22","Soporte","10","Muy bien"
"R17350","2025-11-02","62","Soporte","2","Rapido"
"R17351","2025-11-13","38","Soporte","7","Podria mejorar"
"R17352","2025-11-27","20","Soporte","2","Rapido"
"R17353","2025-11-07","31","Atencion","6","Mal servicio"
"R17357","2025-11-01","37","Atencion","1","Rapido"
"R17358","2025-11-19","28","Atencion","4"," "
"R17360","2025-11-20","35","Atencion","7"," "
"R17364","2025-11-19","55","Postventa","8","Podria mejorar"
"R17365","2025-11-24","23","Atencion","3"," "
"R17367","2025-11-30","54","Atencion","10"," "
"R17373","2025-11-16","44","Postventa","5","Muy bien"
"R17374","2025-11-04","18","Soporte","4","Rapido"
"R17378","2025-11-21","62","Postventa","10","Podria mejorar"
"R17379","2025-11-21","24","Atencion","2"," "
"R17382","2025-11-24","27","Ventas","9","Muy bien"
"R17384","2025-11-29","39","Atencion","3"," "
"R17391","2025-11-13","46","Atencion","7","Mal servicio"
"R17393","2025-11-26","29","Postventa","4","Mal servicio"
"R17395","2025-11-03","57","Ventas","5"," "
"R17399","2025-11-22","22","Atencion","9","Mal servicio"
"R17402","2025-11-04","32","Soporte","3","Rapido"
"R17403","2025-11-29","64","Atencion","1","Rapido"
"R17407","2025-11-21","38","Ventas","8"," "
"R17408","2025-11-04","49","Soporte","6","Excelente"
"R17411","2025-11-14","42","Atencion","6"," "
"R17412","2025-11-29","64","Ventas","8"," "
"R17413","2025-11-05","65","Atencion","9","Muy bien"
"R17416","2025-11-28","24","Soporte","6"," "
"R17417","2025-11-07","44","Atencion","10"," "
"R17419","2025-11-30","65","Soporte","4"," "
"R17421","2025-11-25","35","Soporte","7"," "
"R17422","2025-11-06","20","Postventa","4"," "
"R17424","2025-11-03","44","Postventa","5","Rapido"
"R17426","2025-11-21","59","Atencion","4"," "
"R17427","2025-11-28","55","Soporte","7","Podria mejorar"
"R17428","2025-11-06","57","Soporte","1","Muy bien"
"R17430","2025-11-29","47","Atencion","3"," "
"R17431","2025-11-19","62","Ventas","3"," "
"R17432","2025-11-15","41","Ventas","6"," "
"R17436","2025-11-30","54","Ventas","9","Rapido"
"R17441","2025-11-03","55","Atencion","3"," "
"R17446","2025-11-14","30","Atencion","6","Muy bien"
"R17447","2025-11-18","61","Ventas","4"," "
"R17448","2025-11-12","42","Atencion","9","Muy bien"
"R17450","2025-11-10","58","Atencion","9"," "
"R17452","2025-11-30","55","Soporte","5","Excelente"
"R17454","2025-11-24","57","Ventas","4"," "
"R17457","2025-11-21","19","Soporte","5","Muy bien"
"R17458","2025-11-16","22","Atencion","4","Rapido"
"R17459","2025-11-17","33","Atencion","9","Mal servicio"
"R17461","2025-11-29","62","Atencion","7"," "
"R17462","2025-11-26","35","Postventa","7"," "
"R17467","2025-11-03","44","Soporte","9"," "
"R17468","2025-11-01","29","Soporte","3","Excelente"
"R17470","2025-11-18","49","Postventa","9","Mal servicio"
"R17472","2025-11-19","58","Soporte","10"," "
"R17474","2025-11-11","28","Soporte","5","Rapido"
"R17479","2025-11-23","21","Soporte","5","Podria mejorar"
"R17481","2025-11-25","65","Atencion","3","Muy bien"
"R17484","2025-11-09","37","Postventa","5"," "
"R17485","2025-11-14","19","Soporte","5","Podria mejorar"
"R17486","2025-11-17","32","Ventas","5","Muy bien"
"R17488","2025-11-23","33","Ventas","5"," "
"R17489","2025-11-02","52","Atencion","1","Podria mejorar"
"R17490","2025-11-01","59","Atencion","7"," "
"R17491","2025-11-12","24","Postventa","4"," "
"R17492","2025-11-28","21","Soporte","6","Excelente"
"R17494","2025-11-11","56","Atencion","10","Podria mejorar"
"R17496","2025-11-14","60","Soporte","5"," "
"R17498","2025-11-02","24","Postventa","6","Mal servicio"
"R17500","2025-11-22","56","Atencion","5","Excelente"
"R17502","2025-11-12","35","Atencion","4","Excelente"
"R17504","2025-11-19","37","Soporte","5","Podria mejorar"
"R17506","2025-11-16","25","Atencion","5","Rapido"
"R17507","2025-11-19","65","Atencion","9"," "
"R17508","2025-11-01","26","Atencion","9"," "
"R17510","2025-11-27","29","Atencion","7","Mal servicio"
"R17513","2025-11-26","34","Soporte","4"," "
"R17515","2025-11-15","20","Atencion","6"," "
"R17516","2025-11-08","52","Atencion","6","Excelente"
"R17519","2025-11-07","40","Ventas","6","Rapido"
"R17520","2025-11-09","63","Soporte","1","Podria mejorar"
"R17525","2025-11-15","43","Atencion","1"," "
"R17528","2025-11-30","26","Atencion","7"," "
"R17533","2025-11-13","41","Soporte","3","Rapido"
"R17535","2025-11-25","28","Soporte","1","Excelente"
"R17537","2025-11-10","54","Ventas","4","Muy bien"
"R17538","2025-11-23","36","Atencion","9"," "
"R17540","2025-11-27","42","Soporte","10"," "
"R17541","2025-11-30","23","Atencion","7","Excelente"
"R17542","2025-11-05","50","Atencion","8","Muy bien"
"R17543","2025-11-19","52","Ventas","7"," "
"R17544","2025-11-01","44","Atencion","2"," "
"R17545","2025-11-16","54","Postventa","6"," "
"R17546","2025-11-12","42","Atencion","4","Muy bien"
"R17547","2025-11-19","51","Ventas","7","Mal servicio"
"R17550","2025-11-22","31","Atencion","1","Mal servicio"
"R17551","2025-11-11","65","Atencion","8"," "
"R17554","2025-11-19","55","Atencion","7","Muy bien"
"R17557","2025-11-17","53","Atencion","3","Muy bien"
"R17562","2025-11-29","37","Atencion","8"," "
"R17563","2025-11-20","54","Soporte","4","Mal servicio"
"R17568","2025-11-01","59","Soporte","5","Muy bien"
"R17569","2025-11-22","32","Soporte","2","Rapido"
"R17573","2025-11-04","18","Postventa","4","Muy bien"
"R17575","2025-11-17","41","Soporte","7"," "
"R17576","2025-11-14","40","Postventa","9"," "
"R17577","2025-11-06","24","Atencion","6"," "
"R17579","2025-11-12","47","Atencion","8","Excelente"
"R17584","2025-11-19","23","Soporte","9","Podria mejorar"
"R17586","2025-11-26","21","Postventa","6","Muy bien"
"R17587","2025-11-22","37","Atencion","6","Mal servicio"
"R17590","2025-11-15","58","Ventas","7","Mal servicio"
"R17592","2025-11-09","48","Ventas","1"," "
"R17593","2025-11-27","19","Soporte","6"," "
"R17599","2025-11-11","31","Ventas","2"," "
"R17602","2025-11-04","31","Atencion","3"," "
"R17603","2025-11-09","64","Atencion","6","Mal servicio"
"R17605","2025-11-09","50","Soporte","1","Excelente"
"R17608","2025-11-17","49","Ventas","7","Muy bien"
"R17612","2025-11-20","51","Soporte","5","Mal servicio"
"R17614","2025-11-13","49","Soporte","10","Excelente"
"R17617","2025-11-10","58","Ventas","5"," "
"R17618","2025-11-22","57","Soporte","6","Podria mejorar"
"R17620","2025-11-28","30","Postventa","8","Excelente"
"R17621","2025-11-10","44","Soporte","9","Rapido"
"R17622","2025-11-12","31","Atencion","2"," "
"R17624","2025-11-20","28","Atencion","6","Muy bien"
"R17625","2025-11-05","43","Ventas","7","Excelente"
"R17626","2025-11-19","22","Soporte","5"," "
"R17627","2025-11-25","65","Atencion","4","Rapido"
"R17628","2025-11-03","42","Atencion","4"," "
"R17629","2025-11-14","55","Soporte","8"," "
"R17631","2025-11-20","49","Atencion","2","Mal servicio"
"R17635","2025-11-09","64","Atencion","7"," "
"R17642","2025-11-12","26","Soporte","3"," "
"R17643","2025-11-11","47","Atencion","4"," "
"R17645","2025-11-17","53","Atencion","4"," "
"R17647","2025-11-24","59","Postventa","8","Podria mejorar"
"R17650","2025-11-20","33","Soporte","1"," "
"R17654","2025-11-26","48","Atencion","7","Podria mejorar"
"R17655","2025-11-17","36","Atencion","2","Rapido"
"R17658","2025-11-24","59","Ventas","6"," "
"R17659","2025-11-14","27","Postventa","5","Excelente"
"R17662","2025-11-25","54","Atencion","9","Podria mejorar"
"R17664","2025-11-17","56","Soporte","7","Rapido"
"R17667","2025-11-19","56","Soporte","10","Mal servicio"
"R17669","2025-11-29","61","Soporte","4","Muy bien"
"R17670","2025-11-12","49","Ventas","7"," "
"R17671","2025-11-13","34","Soporte","6","Mal servicio"
"R17672","2025-11-06","55","Soporte","9"," "
"R17675","2025-11-14","45","Soporte","6"," "
"R17677","2025-11-07","48","Atencion","2"," "
"R17678","2025-11-20","25","Soporte","10"," "
"R17679","2025-11-16","25","Soporte","6"," "
"R17680","2025-11-06","22","Atencion","7"," "
"R17681","2025-11-11","61","Soporte","3"," "
"R17682","2025-11-21","62","Atencion","5","Podria mejorar"
"R17684","2025-11-28","22","Soporte","2"," "
"R17688","2025-11-18","44","Ventas","2"," "
"R17689","2025-11-06","63","Soporte","6"," "
"R17690","2025-11-10","23","Ventas","5","Muy bien"
"R17691","2025-11-10","50","Atencion","5"," "
"R17696","2025-11-28","64","Atencion","9","Podria mejorar"
"R17698","2025-11-15","22","Postventa","2"," "
"R17699","2025-11-16","37","Ventas","6"," "
"R17700","2025-11-20","57","Postventa","6"," "
"R17702","2025-11-24","35","Atencion","3"," "
"R17704","2025-11-18","36","Soporte","8","Excelente"
"R17705","2025-11-10","39","Soporte","9"," "
"R17707","2025-11-10","36","Soporte","3"," "
"R17709","2025-11-26","33","Ventas","7","Excelente"
"R17710","2025-11-11","47","Atencion","6","Podria mejorar"
"R17712","2025-11-19","36","Ventas","2","Excelente"
"R17713","2025-11-25","56","Soporte","6"," "
"R17714","2025-11-27","60","Ventas","1","Rapido"
"R17716","2025-11-26","40","Soporte","9"," "
"R17717","2025-11-14","47","Soporte","7","Excelente"
"R17718","2025-11-11","48","Soporte","6"," "
"R17719","2025-11-20","41","Atencion","3","Mal servicio"
"R17720","2025-11-30","37","Atencion","5"," "
"R17721","2025-11-11","42","Atencion","6","Mal servicio"
"R17725","2025-11-29","37","Atencion","4","Muy bien"
"R17730","2025-11-09","53","Soporte","5"," "
"R17731","2025-11-23","44","Ventas","3","Excelente"
"R17732","2025-11-22","48","Soporte","6"," "
"R17733","2025-11-01","44","Soporte","1"," "
"R17734","2025-11-06","29","Soporte","6","Excelente"
"R17735","2025-11-01","43","Soporte","10","Podria mejorar"
"R17736","2025-11-08","35","Atencion","8"," "
"R17737","2025-11-15","54","Soporte","7","Excelente"
"R17738","2025-11-29","19","Soporte","7","Podria mejorar"
"R17739","2025-11-19","43","Soporte","6","Rapido"
"R17740","2025-11-09","39","Soporte","3"," "
"R17741","2025-11-05","34","Atencion","10"," "
"R17742","2025-11-04","54","Atencion","8","Excelente"
"R17743","2025-11-03","31","Ventas","10"," "
"R17745","2025-11-13","32","Postventa","7"," "
"R17748","2025-11-10","63","Soporte","10","Muy bien"
"R17751","2025-11-12","64","Atencion","4"," "
"R17754","2025-11-27","19","Ventas","10"," "
"R17758","2025-11-18","50","Ventas","5","Excelente"
"R17760","2025-11-08","22","Atencion","4","Muy bien"
"R17761","2025-11-15","56","Soporte","10"," "
"R17764","2025-11-30","29","Soporte","4"," "
"R17765","2025-11-20","35","Soporte","10","Mal servicio"
"R17766","2025-11-06","43","Soporte","9","Mal servicio"
"R17767","2025-11-21","18","Soporte","1","Mal servicio"
"R17778","2025-11-22","46","Soporte","4","Mal servicio"
"R17779","2025-11-22","39","Atencion","7"," "
"R17782","2025-11-23","39","Postventa","9"," "
"R17784","2025-11-22","21","Atencion","9","Muy bien"
"R17788","2025-11-05","38","Atencion","10","Podria mejorar"
"R17789","2025-11-20","62","Atencion","4","Podria mejorar"
"R17790","2025-11-15","37","Soporte","8","Excelente"
"R17792","2025-11-19","19","Atencion","1"," "
"R17793","2025-11-20","63","Atencion","3","Excelente"
"R17797","2025-11-18","25","Soporte","6"," "
"R17798","2025-11-28","41","Atencion","5"," "
"R17799","2025-11-21","22","Atencion","9"," "
"R17800","2025-11-13","62","Atencion","2","Excelente"
"R17801","2025-11-15","63","Atencion","6","Muy bien"
"R17806","2025-11-15","36","Ventas","5"," "
"R17810","2025-11-06","47","Ventas","8"," "
"R17813","2025-11-23","65","Atencion","8","Muy bien"
"R17816","2025-11-01","54","Atencion","3","Rapido"
"R17820","2025-11-11","23","Soporte","8"," "
"R17824","2025-11-23","43","Soporte","4"," "
"R17826","2025-11-25","42","Atencion","1"," "
"R17827","2025-11-09","25","Ventas","8"," "
"R17832","2025-11-08","49","Ventas","4"," "
"R17835","2025-11-21","50","Atencion","8"," "
"R17837","2025-11-28","55","Atencion","9","Rapido"
"R17840","2025-11-23","26","Ventas","7"," "
"R17843","2025-11-26","28","Postventa","6"," "
"R17844","2025-11-21","19","Atencion","6"," "
"R17845","2025-11-16","62","Atencion","3"," "
"R17846","2025-11-30","27","Atencion","5","Excelente"
"R17847","2025-11-28","46","Atencion","5"," "
"R17851","2025-11-26","32","Atencion","6","Podria mejorar"
"R17852","2025-11-17","29","Atencion","5","Mal servicio"
"R17855","2025-11-01","55","Atencion","3"," "
"R17856","2025-11-27","22","Soporte","2"," "
"R17861","2025-11-30","42","Atencion","8"," "
"R17863","2025-11-27","52","Postventa","7"," "
"R17864","2025-11-30","64","Atencion","1"," "
"R17866","2025-11-13","57","Atencion","10","Mal servicio"
"R17870","2025-11-15","25","Atencion","5","Mal servicio"
"R17875","2025-11-23","33","Soporte","6"," "
"R17876","2025-11-01","58","Atencion","7"," "
"R17878","2025-11-19","18","Atencion","10"," "
"R17880","2025-11-11","60","Ventas","9","Excelente"
"R17881","2025-11-14","24","Ventas","4","Mal servicio"
"R17883","2025-11-02","30","Atencion","6","Mal servicio"
"R17884","2025-11-19","44","Ventas","1","Excelente"
"R17885","2025-11-06","43","Atencion","6"," "
"R17886","2025-11-20","35","Atencion","4","Podria mejorar"
"R17889","2025-11-18","20","Atencion","9","Excelente"
"R17890","2025-11-06","28","Atencion","4"," "
"R17894","2025-11-26","24","Atencion","5"," "
"R17895","2025-11-28","56","Atencion","10"," "
"R17902","2025-11-19","20","Atencion","5","Excelente"
"R17912","2025-11-21","50","Soporte","6","Rapido"
"R17915","2025-11-13","52","Postventa","8","Podria mejorar"
"R17916","2025-11-17","25","Atencion","2","Excelente"
"R17920","2025-11-12","25","Ventas","2","Mal servicio"
"R17921","2025-11-02","25","Ventas","8","Muy bien"
"R17922","2025-11-19","30","Soporte","6"," "
"R17924","2025-11-02","33","Atencion","4","Podria mejorar"
"R17929","2025-11-06","20","Soporte","10"," "
"R17934","2025-11-19","39","Soporte","1"," "
"R17935","2025-11-05","36","Ventas","7","Excelente"
"R17936","2025-11-21","62","Soporte","3","Podria mejorar"
"R17937","2025-11-06","50","Soporte","10","Podria mejorar"
"R17941","2025-11-06","48","Postventa","5"," "
"R17946","2025-11-26","28","Ventas","10","Mal servicio"
"R17948","2025-11-25","56","Soporte","8","Rapido"
"R17949","2025-11-03","63","Soporte","1"," "
"R17951","2025-11-30","39","Soporte","6"," "
"R17952","2025-11-29","36","Atencion","1"," "
"R17953","2025-11-15","32","Ventas","10"," "
"R17954","2025-11-21","32","Soporte","2"," "
"R17956","2025-11-10","61","Atencion","2","Podria mejorar"
"R17957","2025-11-05","61","Postventa","9","Podria mejorar"
"R17959","2025-11-25","55","Soporte","7"," "
"R17960","2025-11-22","59","Ventas","9"," "
"R17963","2025-11-15","21","Postventa","2"," "
"R17965","2025-11-01","22","Ventas","8"," "
"R17966","2025-11-19","30","Soporte","1"," "
"R17967","2025-11-07","50","Postventa","10"," "
"R17968","2025-11-17","25","Ventas","1"," "
"R17972","2025-11-06","39","Ventas","4","Mal servicio"
"R17974","2025-11-29","55","Atencion","4"," "
"R17975","2025-11-17","58","Ventas","1"," "
"R17977","2025-11-25","30","Ventas","1"," "
"R17979","2025-11-21","58","Postventa","7","Excelente"
"R17980","2025-11-26","50","Ventas","1"," "
"R17982","2025-11-09","31","Ventas","7"," "
"R17983","2025-11-20","63","Atencion","6","Muy bien"
"R17984","2025-11-25","55","Atencion","8"," "
"R17987","2025-11-26","35","Soporte","5","Excelente"
"R17992","2025-11-05","37","Soporte","4","Podria mejorar"
"R17993","2025-11-04","37","Ventas","8"," "
"R17995","2025-11-25","50","Soporte","6"," "
"R17996","2025-11-06","65","Soporte","5","Muy bien"
"R17998","2025-11-22","49","Ventas","4","Podria mejorar"
"R17999","2025-11-12","43","Atencion","1","Excelente"
"R18000","2025-11-19","57","Atencion","4"," "
"R18006","2025-11-20","19","Atencion","5","Excelente"
"R18007","2025-11-08","44","Atencion","1"," "
"R18009","2025-11-13","45","Atencion","7"," "
"R18010","2025-11-16","42","Ventas","9","Mal servicio"
"R18012","2025-11-16","32","Postventa","3","Rapido"
"R18015","2025-11-26","59","Postventa","10","Excelente"
"R18016","2025-11-04","32","Atencion","4","Rapido"
"R18018","2025-11-30","23","Ventas","7","Rapido"
"R18019","2025-11-29","47","Atencion","5"," "
"R18020","2025-11-07","28","Atencion","8","Rapido"
"R18021","2025-11-25","20","Ventas","7","Rapido"
"R18027","2025-11-24","63","Postventa","7"," "
"R18028","2025-11-06","63","Ventas","2"," "
"R18029","2025-11-03","23","Atencion","5","Muy bien"
"R18032","2025-11-22","33","Ventas","9","Muy bien"
"R18034","2025-11-16","42","Atencion","5"," "
"R18036","2025-11-21","60","Soporte","10","Excelente"
"R18037","2025-11-09","20","Atencion","2","Rapido"
"R18038","2025-11-25","51","Postventa","8","Mal servicio"
"R18041","2025-11-08","43","Atencion","7","Muy bien"
"R18043","2025-11-08","37","Atencion","1"," "
"R18044","2025-11-08","34","Atencion","9","Muy bien"
"R18045","2025-11-27","46","Atencion","5"," "
"R18046","2025-11-21","59","Ventas","3","Excelente"
"R18047","2025-11-13","58","Soporte","1","Rapido"
"R18049","2025-11-16","54","Soporte","10","Podria mejorar"
"R18050","2025-11-02","44","Atencion","5"," "
"R18051","2025-11-14","56","Postventa","9","Mal servicio"
"R18052","2025-11-20","32","Atencion","6"," "
"R18057","2025-11-24","44","Atencion","2"," "
"R18059","2025-11-21","49","Soporte","8","Excelente"
"R18060","2025-11-21","36","Ventas","5"," "
"R18061","2025-11-17","35","Ventas","7","Rapido"
"R18063","2025-11-16","18","Soporte","4","Mal servicio"
"R18065","2025-11-29","44","Soporte","3","Mal servicio"
"R18070","2025-11-18","46","Soporte","9"," "
"R18073","2025-11-20","51","Postventa","10"," "
"R18075","2025-11-15","20","Atencion","7","Mal servicio"
"R18076","2025-11-04","29","Atencion","5","Podria mejorar"
"R18077","2025-11-17","47","Atencion","9"," "
"R18080","2025-11-06","48","Atencion","6","Excelente"
"R18081","2025-11-21","53","Ventas","4","Podria mejorar"
"R18084","2025-11-22","39","Ventas","1","Muy bien"
"R18085","2025-11-27","25","Soporte","6"," "
"R18087","2025-11-05","37","Soporte","2","Excelente"
"R18088","2025-11-09","57","Ventas","7"," "
"R18091","2025-11-08","46","Atencion","3"," "
"R18095","2025-11-20","61","Soporte","10"," "
"R18098","2025-11-22","64","Soporte","6","Muy bien"
"R18101","2025-11-06","28","Soporte","1"," "
"R18102","2025-11-12","22","Soporte","3","Muy bien"
"R18103","2025-11-27","19","Atencion","9"," "
"R18104","2025-11-09","26","Atencion","8","Muy bien"
"R18113","2025-11-24","24","Postventa","1","Podria mejorar"
"R18118","2025-11-12","49","Soporte","1"," "
"R18120","2025-11-20","53","Atencion","3","Mal servicio"
"R18122","2025-11-01","22","Atencion","10"," "
"R18123","2025-11-21","55","Soporte","5"," "
"R18125","2025-11-03","47","Atencion","3","Mal servicio"
"R18128","2025-11-05","34","Soporte","1","Muy bien"
"R18130","2025-11-03","44","Atencion","6","Excelente"
"R18131","2025-11-09","55","Atencion","2","Rapido"
